,Unnamed: 0,country,description,points,price,province,title,variety,description_preprocessed
1447,1447,Portugal,"This deeply impressive blend of 20 different varieties comes from a vineyard at the top of the Gaivosa estate that was oddly ignored for many years. With black plum fruit, dense tannins and intense acidity, it's built for longterm aging. Drink from 2021.",94,85.0,Douro,Alves de Sousa 2013 Abandonado Red (Douro),Portuguese Red,deeply impressive blend 20 different variety come vineyard top gaivosa estate oddly ignore many year black plum fruit dense tannin intense acidity build longterm aging drink 2021
1448,1448,US,"2014 proves another banner year for this delightful blend of Sémillon from Monte Rosso Vineyard, Muscadelle from Pagani Ranch and Palomino and Muscadelle from Saitone Ranch. High-toned in tart, refreshing acidity, it offers hints of vanilla biscuit with its lime, apple and melon flavors, lingering in memory for days.",94,28.0,California,Carlisle 2014 The Derivative White (Sonoma County),White Blend,2014 prove another banner year delightful blend sémillon monte rosso vineyard muscadelle pagani ranch palomino muscadelle saitone ranch high - tone tart refreshing acidity offer hint vanilla biscuit lime apple melon flavor linger memory day
1449,1449,France,"Purists will no doubt object to this wine's fine patina of sophisticated, cedary oak, but there's plenty of high-quality fruit to back it up. Incorporating unusual proportions of 44% Grenache, 33% Mourvèdre and 23% Syrah, the fruit is ripe and lush, velvety-supple and medium to full in weight, without any sense of heaviness. Drink 2020–2030.",94,180.0,Rhône Valley,Château La Nerthe 2013 Cuvée des Cadettes Red (Châteauneuf-du-Pape),Rhône-style Red Blend,purist doubt object wine fine patina sophisticated cedary oak plenty high - quality fruit back incorporate unusual proportion 44 grenache 33 mourvèdre 23 syrah fruit ripe lush velvety - supple medium full weight without sense heaviness drink 2020–2030
1450,1450,France,"From one of the highest premier cru vineyards comes a wine that has a cool edge, generous fruit and firm tannins. Those elements come together with black cherry flavors and a dry core, promising a serious future. Drink from 2023.",94,85.0,Burgundy,David Duband 2014 Aux Thorey Premier Cru  (Nuits-St.-Georges),Pinot Noir,one high premier cru vineyard come wine cool edge generous fruit firm tannin element come together black cherry flavor dry core promise serious future drink 2023
1451,1451,France,"This wine manages to combine firm structure with the finely perfumed fruit associated with Chambolle-Musigny. It's rich, fruity, lifted by acidity and held together by solid tannins. Impressive and full bodied, it's a wine to age. Drink from 2024.",94,135.0,Burgundy,David Duband 2014 Les Sentiers Premier Cru  (Chambolle-Musigny),Pinot Noir,wine manage combine firm structure finely perfume fruit associate chambolle - musigny rich fruity lift acidity hold together solid tannin impressive full bodied wine age drink 2024
1452,1452,Italy,"Underbrush, truffle, crushed herb and ripe black-skinned fruit aromas slowly take shape along with a waft of new leather. The bold palate shows mature black cherry, licorice, clove and tobacco framed in big velvety tannins. This is already tempting but will be even better in a few years. Drink 2020–2027.",94,125.0,Tuscany,Le Ragnaie 2012 Fornace  (Brunello di Montalcino),Sangiovese,underbrush truffle crush herb ripe black - skinned fruit aroma slowly take shape along waft new leather bold palate show mature black cherry licorice clove tobacco frame big velvety tannin already tempt even well year drink 2020–2027
1453,1453,France,"This dense and structured wine comes from a small walled vineyard within the larger Les Vignes Franches premier cru, partially owned by Louis Jadot. Robust tannins frame its rich, juicy black fruit, showing potential for long aging. Drink from 2024.",94,90.0,Burgundy,Louis Jadot 2014 Clos des Ursules Premier Cru  (Beaune),Pinot Noir,dense structured wine come small walled vineyard within large les vigne franche premier cru partially own louis jadot robust tannin frame rich juicy black fruit show potential long age drink 2024
1454,1454,Italy,"Baked plum, baking spice, blue flower and pipe tobacco meld together with earthy aromas of new leather and a whiff of underbrush on this impressive wine. The firmly structured palate offers dried black cherry, blackberry jam, dark chocolate and star anise. Firm velvety tannins envelope the palate. Drink 2019–2029.",94,154.0,Veneto,Masi 2009 Campolongo di Torbe  (Amarone della Valpolicella Classico),Red Blend,bake plum bake spice blue flower pipe tobacco meld together earthy aromas new leather whiff underbrush impressive wine firmly structure palate offer dry black cherry blackberry jam dark chocolate star anise firm velvety tannin envelope palate drink 2019–2029
1455,1455,US,"The winery's characteristic dense style is immediately apparent in this blend of 54% Syrah, 21% Mourvèdre, 16% Grenache and 9% Petite Sirah. It offers black licorice, smoked meat, baked black cherry and graphite aromas, needing time to breathe before unleashing black coffee, elderberry jam, asphalt and charcoal flavors through tarry tannins. Drink 2018–2028.",94,70.0,California,Epoch Estate Wines 2013 Ingenuity Red (Paso Robles),Rhône-style Red Blend,winery characteristic dense style immediately apparent blend 54 syrah 21 mourvèdre 16 grenache 9 petite sirah offer black licorice smoke meat bake black cherry graphite aroma need time breathe unleash black coffee elderberry jam asphalt charcoal flavor tarry tannin drink 2018–2028
1456,1456,US,"From a 22-acre site in the middle of the appellation, this is an impressive wine, softened by the addition of 6% Merlot. It boasts crushed rock, black currant and licorice flavors, with an attractive sanguine note. Pencil shavings, black pepper and cigar accents are present throughout.",94,150.0,California,Freemark Abbey 2013 Cabernet Bosché Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,22 - acre site middle appellation impressive wine soften addition 6 merlot boast crush rock black currant licorice flavor attractive sanguine note pencil shaving black pepper cigar accent present throughout
1457,1457,Germany,"Initial whiffs of smoke and struck flint fade into pretty pineapple and blossom on the nose of this full-bodied, dry Riesling. Mango and tangerine flavors are riper and heftier on the palate than in many of the Mosel's 2015 Grosses Gewächs wines, neatly balanced by racy acidity and a backbone of cool steel. It's delicious already, but likely to evolve well through the 2020s at least.",94,56.0,Mosel,Fritz Haag 2015 Brauneberg Juffer Sonnenuhr Trocken GG Riesling (Mosel),Riesling,initial whiff smoke strike flint fade pretty pineapple blossom nose full - bodied dry riesle mango tangerine flavors riper hefty palate many mosel 2015 gross gewächs wine neatly balanced racy acidity backbone cool steel delicious already likely evolve well 2020 least
1458,1458,France,"Named after the 15th century owner of this estate, the wine comes from a selection of the best parcels. With impressive tannins, a dense structure and rich bold black fruits, this is a powerful wine. It is full of ripe fruit with a mineral texture and has a good future. Drink from 2021.",94,49.0,Southwest France,Georges Vigouroux 2014 Château de Haute-Serre Cuvée Géron Dadine de Haute-Serre Malbec (Cahors),Malbec,name 15th century owner estate wine come selection good parcel impressive tannin dense structure rich bold black fruit powerful wine full ripe fruit mineral texture good future drink 2021
1459,1459,US,"This wine from Rick Grimm and winemaker Paul Lato shows stunning potential for this new vineyard. Blackberry, thyme, black pepper and crushed slate aromas lead to a tremendously savory, umami-packed palate, where bay leaf and stewed mushroom notes envelop a core of blackberry and black currant fruit. The structure is solid, and the finish is long and strong.",94,72.0,California,Grimm's Bluff 2014 Cliff Hanger Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,wine rick grimm winemaker paul lato show stunning potential new vineyard blackberry thyme black pepper crush slate aroma lead tremendously savory umami - pack palate bay leaf stew mushroom note envelop core blackberry black currant fruit structure solid finish long strong
1460,1460,Italy,"At first shy and brooding, this slowly opens up in the glass, offering aromas of black-skinned berry, blue flower, licorice and flint. The palate has concentration and finesse, boasting chewy black cherry, blackberry, chopped mint, anise and mineral alongside firm acidity and lithe tannins. Give this time to fully develop. Drink 2017–2023.",93,48.0,Northeastern Italy,Foradori 2013 Morei Teroldego (Vigneti delle Dolomiti),Teroldego,first shy brooding slowly open glass offer aroma black - skin berry blue flower licorice flint palate concentration finesse boasting chewy black cherry blackberry chop mint anise mineral alongside firm acidity lithe tannin give time fully develop drink 2017–2023
1461,1461,US,"This is a standout, showing Napa Valley's true potential for the variety. Steely and light bodied in approach, it offers a lively complement of apricot and juicy green-apple flavors, finishing on a fresh fig note and feeling balanced and complete.",93,35.0,California,Joseph Phelps 2015 Estate Grown Sauvignon Blanc (St. Helena),Sauvignon Blanc,standout show napa valley true potential variety steely light bodied approach offer lively complement apricot juicy green - apple flavor finish fresh fig note feel balanced complete
1462,1462,Italy,"Aromas of forest floor, baked plum, clove and a balsamic whiff of eucalyptus lead the nose. The firmly structured palate offers fleshy wild cherry, raspberry, star anise, tobacco and nutmeg alongside chewy tannins. Drink 2018–2024.",93,70.0,Tuscany,Le Ragnaie 2012  Brunello di Montalcino,Sangiovese,aromas forest floor bake plum clove balsamic whiff eucalyptus lead nose firmly structure palate offer fleshy wild cherry raspberry star anise tobacco nutmeg alongside chewy tannin drink 2018–2024
1463,1463,France,"This wine comes from a vineyard owned by the Gagey situated in the northern part of Nuits-Saint-Georges, close to Vosne-Romanée. It has firm structure and a perfumed character that is already enticing. Richly fruity with juicy acidity, it will be impressive as it ages. Drink from 2023.",93,132.0,Burgundy,Louis Jadot 2014 Les Boudots Premier Cru  (Nuits-St.-Georges),Pinot Noir,wine come vineyard own gagey situate northern part nuit - saint - george close vosne - romanée firm structure perfume character already entice richly fruity juicy acidity impressive age drink 2023
